,index,0,1
3190,3190,,MITTEL ZUR ÄRZTL. BETREUUNG UND GESUNDHEITSVORSORG
3191,3191,,SONSTIGE VERBRAUCHSGÜTER
3192,3192,,SONSTIGE VERBRAUCHSGÜTER GBG
3193,3193,,GELDBEZÜGE DER BEAMTEN DER VERWALTUNG
3194,3194,,GELDBEZÜGE DER BEAMTEN DER VERWALTUNG
3195,3195,,GELDBEZÜGE DER BEAMTEN IN HANDWERKLICHER VERWENDUN
3196,3196,,GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG
3197,3197,,GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG
3198,3198,,GELDBEZÜGE DER NICHT GANZJÄHRIG BESCHÄFTIGTEN ANGE
3199,3199,,REISEGEBÜHREN
3200,3200,,SONSTIGE AUFWANDSENTSCHÄDIGUNGEN
3201,3201,,MEHRLEISTUNGSVERGÜTUNGEN
3202,3202,,MEHRLEISTUNGSVERGÜTUNGEN
3203,3203,,BELOHNUNGEN UND GELDAUSHILFEN
3204,3204,,SONSTIGE NEBENGEBÜHREN
3205,3205,,DGB ZUM AUSGLEICHSFONDS FÜR FAMILIENBEIHILFEN
3206,3206,,DGB ZUM AUSGLEICHSFONDS FÜR FAMILIENBEIHILFEN
3207,3207,,SONSTIGE DGB ZUR SOZIALEN SICHERHEIT
3208,3208,,SONSTIGE DGB ZUR SOZIALEN SICHERHEIT
3209,3209,,SONSTIGE DGB ZUR SOZIALEN SICHERHEIT
3210,3210,,FREIWILLIGE SOZIALLEISTUNGEN (NUR BARLEISTUNGEN)
3211,3211,,STROM
3212,3212,,STROM HOLDING
3213,3213,,STROM
3214,3214,,GAS
3215,3215,,WASSER
3216,3216,,WÄRME
3217,3217,,WÄRME FH-CAMPUS
3218,3218,,INSTANDH. VON SONSTIGEN GRUNDSTÜCKSEINRICHTUNGEN
3219,3219,,INSTANDH. VON GEBÄUDEN
3220,3220,,INSTANDH. VON GEBÄUDEN GBG
3221,3221,,INSTANDH. VON GEBÄUDEN
3222,3222,,INSTANDH. VON GEBÄUDEN
3223,3223,,INSTANDH. VON GEBÄUDEN EIGENNUTZUNG
3224,3224,,INSTANDH. VON FAHRZEUGEN
3225,3225,,INSTANDH. VON FAHRZEUGEN HOLDING
3226,3226,,INSTANDH. VON SONSTIGEN ANLAGEN
3227,3227,,INSTANDH. VON SONSTIGEN ANLAGEN GBG
3228,3228,,PERSONEN- UND GÜTERTRANSPORTE
3229,3229,,POSTDIENSTE
3230,3230,,TELEKOMMUNIKATIONSDIENSTE
3231,3231,,TELEKOMMUNIKATIONSDIENSTE
3232,3232,,ZINSEN FÜR FINANZSCHULDEN - INLAND
3233,3233,,VERSICHERUNGEN
3234,3234,,VERSICHERUNGEN
3235,3235,,MIETZINSE
3236,3236,,MIETZINSE
3237,3237,,MIETZINSE
3238,3238,,MIETZINSE GBG-MIETEN
3239,3239,,MIETZINSE KOPIERER
3240,3240,,MIETZINSE EIGENNUTZUNG
3241,3241,,"ÖFFENTLICHE ABGABEN, OHNE GEBÜHREN GEMÄSS FAG."
3242,3242,,"ÖFFENTLICHE ABGABEN, OHNE GEBÜHREN GEMÄSS FAG."
3243,3243,,"ÖFFENTLICHE ABGABEN, OHNE GEBÜHREN GEMÄSS FAG."
3244,3244,,AMTSPAUSCHALIEN UND REPRÄSENTATIONSAUSGABEN
3245,3245,,MITGLIEDSBEITRÄGE AN INSTITUTIONEN (IM INLAND)
3246,3246,,ENTGELTE FÜR SONSTIGE LEISTUNGEN
3247,3247,,ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG
3248,3248,,ENTGELTE FÜR SONSTIGE LEISTUNGEN ITG
3249,3249,,ENTGELTE FÜR SONSTIGE LEISTUNGEN HOLDING
3250,3250,,ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG-REINIGUNG
3251,3251,,ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG
3252,3252,,ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG
3253,3253,,ENTGELTE FÜR SONSTIGE LEISTUNGEN
3254,3254,,ENTGELTE FÜR SONSTIGE LEISTUNGEN POSTSERVICE
3255,3255,,ENTGELTE FÜR SONSTIGE LEISTUNGEN SCHULUNGEN
3256,3256,,ENTGELTE FÜR SONSTIGE LEISTUNGEN
3257,3257,,ENTGELTE FÜR SONSTIGE LEISTUNGEN
3258,3258,,ENTGELTE FÜR SONSTIGE LEISTUNGEN MULTIFUNKTIONSGERÄTE
3259,3259,,INVESTITIONSDARLEHEN VON KREDITINSTITUTEN
3260,3260,,ZINSEN FÜR FINANZSCHULDEN - INLAND
3261,3261,,INVESTITIONSDARLEHEN VON KREDITINSTITUTEN
3262,3262,,ZINSEN FÜR FINANZSCHULDEN - INLAND
3263,3263,,INVESTITIONSDARLEHEN VON KREDITINSTITUTEN
3264,3264,,WASSER
3265,3265,,WÄRME
3266,3266,,INSTANDH. VON SONSTIGEN GRUNDSTÜCKSEINRICHTUNGEN
3267,3267,,INSTANDH. VON GEBÄUDEN
3268,3268,,INSTANDH. VON GEBÄUDEN
3269,3269,,ZINSEN FÜR FINANZSCHULDEN - INLAND
3270,3270,,VERSICHERUNGEN
3271,3271,,MIETZINSE KÜNDIGUNGSVERZICHT
3272,3272,,MIETZINSE KÜNDIGUNGSVERZICHT
3273,3273,,MIETZINSE KÜNDIGUNGSVERZICHT
3274,3274,,MIETZINSE GBG-MIETEN
3275,3275,,MIETZINSE GBG-MIETEN
3276,3276,,MIETZINSE KÜNDIGUNGSVERZICHT
3277,3277,,"ÖFFENTLICHE ABGABEN, OHNE GEBÜHREN GEMÄSS FAG."
3278,3278,,ENTGELTE FÜR SONSTIGE LEISTUNGEN
3279,3279,,ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG
3280,3280,,ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG
3281,3281,,LFD. TRANSFERZ. AN SONST.TRÄGER D.ÖFFENTL.RECHTS
3282,3282,,LFD. TRANSFERZ. AN SONST.TRÄGER D.ÖFFENTL.RECHTS
3283,3283,,"LFD. TRANSFERZ. AN SONST.TRÄGER D.ÖFFENTL.RECHTS VERSCHIEDENE, CONGRESS AWARD"
3284,3284,,LFD. TRANSFERZ. AN PRIV.ORGANISATIONEN O.ERWERBSZW
3285,3285,,KAP.TRANSFERZ. AN PRIV.ORGANISATIONEN O. ERWERBSZW
3286,3286,,INVESTITIONSDARLEHEN VON KREDITINSTITUTEN
3287,3287,,ZINSEN FÜR FINANZSCHULDEN - INLAND
3288,3288,,INVESTITIONSDARLEHEN VON KREDITINSTITUTEN
3289,3289,,ZINSEN FÜR FINANZSCHULDEN - INLAND
3290,3290,,SONST. LFD. TRANSFERZAHLUNGEN AN PRIVATE HAUSHALTE
3291,3291,,SONST. LFD. TRANSFERZAHLUNGEN AN PRIVATE HAUSHALTE
3292,3292,,INVESTITIONSDARLEHEN VON KREDITINSTITUTEN
3293,3293,,GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS
3294,3294,,HANDELSWAREN HISTORISCHES JAHRBUCH
3295,3295,,REINIGUNGSMITTEL GBG
3296,3296,,REINIGUNGSMITTEL
3297,3297,,CHEMISCHE UND SONSTIGE ARTVERWANDTE MITTEL
3298,3298,,"SCHREIB-,ZEICHEN- UND SONSTIGE BÜROMITTEL"
3299,3299,,"SCHREIB-,ZEICHEN- UND SONSTIGE BÜROMITTEL"
3300,3300,,DRUCKWERKE
3301,3301,,DRUCKWERKE KOPIERSERVICE - MDPA
3302,3302,,DRUCKWERKE
3303,3303,,MITTEL ZUR ÄRZTL. BETREUUNG UND GESUNDHEITSVORSORG
3304,3304,,SONSTIGE VERBRAUCHSGÜTER
3305,3305,,GELDBEZÜGE DER BEAMTEN DER VERWALTUNG
3306,3306,,GELDBEZÜGE DER BEAMTEN DER VERWALTUNG
3307,3307,,GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG
3308,3308,,REISEGEBÜHREN
3309,3309,,MEHRLEISTUNGSVERGÜTUNGEN
3310,3310,,MEHRLEISTUNGSVERGÜTUNGEN
3311,3311,,SONSTIGE NEBENGEBÜHREN
3312,3312,,DGB ZUM AUSGLEICHSFONDS FÜR FAMILIENBEIHILFEN
3313,3313,,SONSTIGE DGB ZUR SOZIALEN SICHERHEIT
3314,3314,,SONSTIGE DGB ZUR SOZIALEN SICHERHEIT
3315,3315,,FREIWILLIGE SOZIALLEISTUNGEN (NUR BARLEISTUNGEN)
3316,3316,,STROM
3317,3317,,WASSER
3318,3318,,WÄRME
3319,3319,,INSTANDH. VON SONSTIGEN GRUNDSTÜCKSEINRICHTUNGEN
3320,3320,,INSTANDH. VON GEBÄUDEN
3321,3321,,INSTANDH. VON GEBÄUDEN GBG
3322,3322,,PERSONEN- UND GÜTERTRANSPORTE HOLDING
3323,3323,,ZINSEN FÜR FINANZSCHULDEN - INLAND
3324,3324,,VERSICHERUNGEN
3325,3325,,MIETZINSE LEASINGRATEN
3326,3326,,MIETZINSE GBG
3327,3327,,"ÖFFENTLICHE ABGABEN, OHNE GEBÜHREN GEMÄSS FAG."
3328,3328,,BIBLIOTHEKSERFORDERNISSE
3329,3329,,MITGLIEDSBEITRÄGE AN INSTITUTIONEN (IM INLAND)
3330,3330,,ENTGELTE FÜR SONSTIGE LEISTUNGEN
3331,3331,,ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG
3332,3332,,ENTGELTE FÜR SONSTIGE LEISTUNGEN ITG
3333,3333,,ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG-REINIGUNG
3334,3334,,ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG
3335,3335,,ENTGELTE FÜR SONSTIGE LEISTUNGEN
3336,3336,,ENTGELTE FÜR SONSTIGE LEISTUNGEN FREIE DIENSTVERTRÄGE
3337,3337,,ENTGELTE FÜR SONSTIGE LEISTUNGEN MULTIFUNKTIONSGERÄTE
3338,3338,,HANDELSWAREN
3339,3339,,DRUCKWERKE KOPIERSERVICE MDPA
3340,3340,,GELDBEZÜGE DER BEAMTEN DER VERWALTUNG
3341,3341,,GELDBEZÜGE DER BEAMTEN DER VERWALTUNG
3342,3342,,GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG
3343,3343,,MEHRLEISTUNGSVERGÜTUNGEN
3344,3344,,MEHRLEISTUNGSVERGÜTUNGEN
3345,3345,,SONSTIGE NEBENGEBÜHREN
3346,3346,,DGB ZUM AUSGLEICHSFONDS FÜR FAMILIENBEIHILFEN
3347,3347,,SONSTIGE DGB ZUR SOZIALEN SICHERHEIT
3348,3348,,SONSTIGE DGB ZUR SOZIALEN SICHERHEIT
3349,3349,,FREIWILLIGE SOZIALLEISTUNGEN (NUR BARLEISTUNGEN)
3350,3350,,AMTSPAUSCHALIEN UND REPRÄSENTATIONSAUSGABEN
3351,3351,,ENTGELTE FÜR SONSTIGE LEISTUNGEN ITG
3352,3352,,ENTGELTE FÜR SONSTIGE LEISTUNGEN
3353,3353,,LFD. TRANSFERZ. AN PRIV.ORGANISATIONEN O.ERWERBSZW
3354,3354,,SONST. LFD. TRANSFERZAHLUNGEN AN PRIVATE HAUSHALTE
3355,3355,,"SONST. LFD. TRANSFERZAHLUNGEN AN PRIVATE HAUSHALTE VERSCHIEDENE, CONGRESS AWARD"
3356,3356,,LFD. TRANSFERZAHLUNGEN AN DAS AUSLAND
3357,3357,,AMTSAUSSTATTUNG GBG
3358,3358,,AMTSAUSSTATTUNG
3359,3359,,AMTSAUSSTATTUNG
3360,3360,,AMTSAUSSTATTUNG
3361,3361,,AMTSAUSSTATTUNG KULTURSERVER
3362,3362,,INVESTITIONSDARLEHEN VON KREDITINSTITUTEN
3363,3363,,GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS
3364,3364,,GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS ITG
3365,3365,,GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS
3366,3366,,GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS KULTURSERVER
3367,3367,,HANDELSWAREN
3368,3368,,HANDELSWAREN KULTURBERICHT
3369,3369,,HANDELSWAREN KULTURSERVER
3370,3370,,FERTIG BEZOGENE TEILE
3371,3371,,REINIGUNGSMITTEL GBG
3372,3372,,CHEMISCHE UND SONSTIGE ARTVERWANDTE MITTEL
3373,3373,,"SCHREIB-,ZEICHEN- UND SONSTIGE BÜROMITTEL"
3374,3374,,"SCHREIB-,ZEICHEN- UND SONSTIGE BÜROMITTEL"
3375,3375,,DRUCKWERKE
3376,3376,,DRUCKWERKE KOPIERSERVICE - MDPA
3377,3377,,DRUCKWERKE
3378,3378,,DRUCKWERKE KULTURSERVER
3379,3379,,MITTEL ZUR ÄRZTL. BETREUUNG UND GESUNDHEITSVORSORG
3380,3380,,SONSTIGE VERBRAUCHSGÜTER
3381,3381,,SONSTIGE VERBRAUCHSGÜTER GBG
3382,3382,,GELDBEZÜGE DER BEAMTEN DER VERWALTUNG
3383,3383,,GELDBEZÜGE DER BEAMTEN DER VERWALTUNG
3384,3384,,GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG
3385,3385,,REISEGEBÜHREN
3386,3386,,MEHRLEISTUNGSVERGÜTUNGEN
3387,3387,,MEHRLEISTUNGSVERGÜTUNGEN
3388,3388,,SONSTIGE NEBENGEBÜHREN
3389,3389,,DGB ZUM AUSGLEICHSFONDS FÜR FAMILIENBEIHILFEN
3390,3390,,SONSTIGE DGB ZUR SOZIALEN SICHERHEIT
3391,3391,,SONSTIGE DGB ZUR SOZIALEN SICHERHEIT
3392,3392,,FREIWILLIGE SOZIALLEISTUNGEN (NUR BARLEISTUNGEN)
3393,3393,,STROM
3394,3394,,WASSER
3395,3395,,WÄRME
3396,3396,,INSTANDH. VON GEBÄUDEN
3397,3397,,INSTANDH. VON GEBÄUDEN GBG
3398,3398,,INSTANDH. VON GEBÄUDEN
3399,3399,,INSTANDH. VON SONSTIGEN ANLAGEN
3400,3400,,INSTANDH. VON SONSTIGEN ANLAGEN
3401,3401,,PERSONEN- UND GÜTERTRANSPORTE
3402,3402,,PERSONEN- UND GÜTERTRANSPORTE HOLDING
3403,3403,,PERSONEN- UND GÜTERTRANSPORTE
3404,3404,,PERSONEN- UND GÜTERTRANSPORTE ÜBERSIEDLUNG KUNSTDEPOT
3405,3405,,POSTDIENSTE
3406,3406,,TELEKOMMUNIKATIONSDIENSTE
3407,3407,,ZINSEN FÜR FINANZSCHULDEN - INLAND
3408,3408,,VERSICHERUNGEN
3409,3409,,VERSICHERUNGEN AUSSTELLUNGEN
3410,3410,,MIETZINSE
3411,3411,,MIETZINSE
3412,3412,,MIETZINSE
3413,3413,,MIETZINSE DOM IM BERG
3414,3414,,MIETZINSE CERRINI-SCHLÖSSL
3415,3415,,MIETZINSE GBG-MIETEN
3416,3416,,MIETZINSE KÜNDIGUNGSVERZICHT
3417,3417,,MIETZINSE WB
3418,3418,,"ÖFFENTLICHE ABGABEN, OHNE GEBÜHREN GEMÄSS FAG."
3419,3419,,"ÖFFENTLICHE ABGABEN, OHNE GEBÜHREN GEMÄSS FAG."
3420,3420,,AMTSPAUSCHALIEN UND REPRÄSENTATIONSAUSGABEN
3421,3421,,AMTSPAUSCHALIEN UND REPRÄSENTATIONSAUSGABEN
3422,3422,,ENTGELTE FÜR SONSTIGE LEISTUNGEN
3423,3423,,ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG
3424,3424,,ENTGELTE FÜR SONSTIGE LEISTUNGEN ITG
3425,3425,,ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG-REINIGUNG
3426,3426,,ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG
3427,3427,,ENTGELTE FÜR SONSTIGE LEISTUNGEN
3428,3428,,ENTGELTE FÜR SONSTIGE LEISTUNGEN
3429,3429,,ENTGELTE FÜR SONSTIGE LEISTUNGEN SCHULUNGEN
3430,3430,,ENTGELTE FÜR SONSTIGE LEISTUNGEN KULTURSERVER
3431,3431,,ENTGELTE FÜR SONSTIGE LEISTUNGEN FREIE DIENSTVERTRÄGE
3432,3432,,ENTGELTE FÜR SONSTIGE LEISTUNGEN KEK
3433,3433,,ENTGELTE FÜR SONSTIGE LEISTUNGEN MULTIFUNKTIONSGERÄTE
3434,3434,,LFD. TRANSFERZ. AN SONST.TRÄGER D.ÖFFENTL.RECHTS
3435,3435,,LFD. TRANSFERZ. AN UNTERNEHMUNGEN (OHNE FINANZUNTE
3436,3436,,LFD. TRANSFERZ. AN PRIV.ORGANISATIONEN O.ERWERBSZW
3437,3437,,SONST. LFD. TRANSFERZAHLUNGEN AN PRIVATE HAUSHALTE
3438,3438,,KAP.TRANSFERZ. AN PRIV.ORGANISATIONEN O. ERWERBSZW
3439,3439,,INVESTITIONSDARLEHEN VON KREDITINSTITUTEN
3440,3440,,ZINSEN FÜR FINANZSCHULDEN - INLAND
3441,3441,,LFD. TRANSFERZ. AN PRIV.ORGANISATIONEN O.ERWERBSZW
3442,3442,,SONST. LFD. TRANSFERZAHLUNGEN AN PRIVATE HAUSHALTE
3443,3443,,SONST. LFD. TRANSFERZAHLUNGEN AN PRIVATE HAUSHALTE
3444,3444,,SONST. LFD. TRANSFERZAHLUNGEN AN PRIVATE HAUSHALTE
3445,3445,,SONST. LFD. TRANSFERZAHLUNGEN AN PRIVATE HAUSHALTE
3446,3446,,SONST. LFD. TRANSFERZAHLUNGEN AN PRIVATE HAUSHALTE
3447,3447,,LFD. TRANSFERZAHLUNGEN AN DAS AUSLAND
3448,3448,,MIETZINSE KÜNDIGUNGSVERZICHT
3449,3449,,ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG
3450,3450,,STROM
3451,3451,,WASSER
3452,3452,,INSTANDH. VON GEBÄUDEN
3453,3453,,VERSICHERUNGEN
3454,3454,,MIETZINSE
3455,3455,,"ÖFFENTLICHE ABGABEN, OHNE GEBÜHREN GEMÄSS FAG."
3456,3456,,ENTGELTE FÜR SONSTIGE LEISTUNGEN
3457,3457,,ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG
3458,3458,,ENTGELTE FÜR SONSTIGE LEISTUNGEN ITG
3459,3459,,ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG
3460,3460,,LFD. TRANSFERZAHLUNGEN AN LÄNDER UND LANDESFONDS
3461,3461,,LFD. TRANSFERZAHLUNGEN AN LÄNDER UND LANDESFONDS
3462,3462,,INVESTITIONSDARLEHEN VON KREDITINSTITUTEN
3463,3463,,WASSER
3464,3464,,INSTANDH. VON GEBÄUDEN
3465,3465,,INSTANDH. VON GEBÄUDEN
3466,3466,,ZINSEN FÜR FINANZSCHULDEN - INLAND
3467,3467,,VERSICHERUNGEN
3468,3468,,MIETZINSE INFRANET
3469,3469,,MIETZINSE INFRANET
3470,3470,,MIETZINSE
3471,3471,,MIETZINSE
3472,3472,,"ÖFFENTLICHE ABGABEN, OHNE GEBÜHREN GEMÄSS FAG."
3473,3473,,ENTGELTE FÜR SONSTIGE LEISTUNGEN
3474,3474,,ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG
3475,3475,,LFD. TRANSFERZ. AN UNTERNEHMUNGEN (OHNE FINANZUNTE
3476,3476,,LFD. TRANSFERZ. AN PRIV.ORGANISATIONEN O.ERWERBSZW
3477,3477,,SONST. LFD. TRANSFERZAHLUNGEN AN PRIVATE HAUSHALTE
3478,3478,,SONST. LFD. TRANSFERZAHLUNGEN AN PRIVATE HAUSHALTE
3479,3479,,KAP.TRANSFERZ. AN UNTERNEHMUNGEN (OHNE FINANZUNTER
3480,3480,,INVESTITIONSDARLEHEN VON KREDITINSTITUTEN
3481,3481,,WASSER
3482,3482,,WÄRME
3483,3483,,INSTANDH. VON GEBÄUDEN
3484,3484,,ZINSEN FÜR FINANZSCHULDEN - INLAND
3485,3485,,VERSICHERUNGEN
3486,3486,,MIETZINSE
3487,3487,,MIETZINSE GBG-MIETEN
3488,3488,,"ÖFFENTLICHE ABGABEN, OHNE GEBÜHREN GEMÄSS FAG."
3489,3489,,ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG
3490,3490,,LFD. TRANSFERZ. AN UNTERNEHMUNGEN (OHNE FINANZUNTE
3491,3491,,LFD. TRANSFERZ. AN UNTERNEHMUNGEN (OHNE FINANZUNTE
3492,3492,,LFD. TRANSFERZ. AN UNTERNEHMUNGEN (OHNE FINANZUNTE KOMMUNALSTEUER
3493,3493,,PENSIONEN UND SONSTIGE RUHEBEZÜGE (EINSCHL.DG-BEIT
3494,3494,,PENSIONEN UND SONSTIGE RUHEBEZÜGE (EINSCHL.DG-BEIT
3495,3495,,INVESTITIONSDARLEHEN VON KREDITINSTITUTEN
3496,3496,,ZINSEN FÜR FINANZSCHULDEN - INLAND
3497,3497,,LFD. TRANSFERZ. AN UNTERNEHMUNGEN (OHNE FINANZUNTE
3498,3498,,LFD. TRANSFERZ. AN PRIV.ORGANISATIONEN O.ERWERBSZW
3499,3499,,SONST. LFD. TRANSFERZAHLUNGEN AN PRIVATE HAUSHALTE
3500,3500,,ZINSEN FÜR FINANZSCHULDEN - INLAND
3501,3501,,LFD. TRANSFERZ. AN UNTERNEHMUNGEN (OHNE FINANZUNTE
3502,3502,,LFD. TRANSFERZ. AN UNTERNEHMUNGEN (OHNE FINANZUNTE
3503,3503,,LFD. TRANSFERZ. AN UNTERNEHMUNGEN (OHNE FINANZUNTE
3504,3504,,LFD. TRANSFERS AN UNTERNEHMUNGEN
3505,3505,,LFD. TRANSFERZ. AN UNTERNEHMUNGEN (OHNE FINANZUNTE
3506,3506,,INVESTITIONSDARLEHEN VON KREDITINSTITUTEN
3507,3507,,STROM
3508,3508,,INSTANDH. VON GEBÄUDEN
3509,3509,,INSTANDH. VON GEBÄUDEN
3510,3510,,INSTANDH. VON GEBÄUDEN GBG
3511,3511,,ZINSEN FÜR FINANZSCHULDEN - INLAND
3512,3512,,MIETZINSE
3513,3513,,MIETZINSE
3514,3514,,ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG-REINIGUNG
3515,3515,,ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG
3516,3516,,INVESTITIONSDARLEHEN VON KREDITINSTITUTEN
3517,3517,,ZINSEN FÜR FINANZSCHULDEN - INLAND
3518,3518,,LFD. TRANSFERZ. AN UNTERNEHMUNGEN (OHNE FINANZUNTE
3519,3519,,LFD. TRANSFERZ. AN PRIV.ORGANISATIONEN O.ERWERBSZW
3520,3520,,SONST. LFD. TRANSFERZAHLUNGEN AN PRIVATE HAUSHALTE
3521,3521,,SONST. LFD. TRANSFERZAHLUNGEN AN PRIVATE HAUSHALTE
3522,3522,,SONST. LFD. TRANSFERZAHLUNGEN AN PRIVATE HAUSHALTE
3523,3523,,SONST. LFD. TRANSFERZAHLUNGEN AN PRIVATE HAUSHALTE
3524,3524,,LFD. TRANSFERZAHLUNGEN AN DAS AUSLAND
3525,3525,,INVESTITIONSDARLEHEN VON KREDITINSTITUTEN
3526,3526,,ZINSEN FÜR FINANZSCHULDEN - INLAND
3527,3527,,LFD. TRANSFERZ. AN UNTERNEHMUNGEN (OHNE FINANZUNTE
3528,3528,,LFD. TRANSFERZ. AN UNTERNEHMUNGEN (OHNE FINANZUNTE
3529,3529,,KAP.TRANSFERZ. AN UNTERNEHMUNGEN (OHNE FINANZUNTER
3530,3530,,MIETZINSE LEASINGRATEN
3531,3531,,"ÖFFENTLICHE ABGABEN, OHNE GEBÜHREN GEMÄS FAG."
3532,3532,,ENTGELTE FÜR SONSTIGE LEISTUNGEN
3533,3533,,LFD. TRANSFERZ. AN UNTERNEHMUNGEN (OHNE FINANZUNTE
3534,3534,,STROM
3535,3535,,WASSER
3536,3536,,WÄRME
3537,3537,,INSTANDH. VON SONSTIGEN GRUNDSTÜCKSEINRICHTUNGEN
3538,3538,,INSTANDH. VON GEBÄUDEN
3539,3539,,INSTANDH. VON GEBÄUDEN
3540,3540,,TELEKOMMUNIKATIONSDIENSTE
3541,3541,,VERSICHERUNGEN
3542,3542,,MIETZINSE LEASINGRATEN
3543,3543,,MIETZINSE
3544,3544,,"ÖFFENTLICHE ABGABEN, OHNE GEBÜHREN GEMÄSS FAG."
3545,3545,,ENTGELTE FÜR SONSTIGE LEISTUNGEN
3546,3546,,ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG
3547,3547,,LFD. TRANSFERZ. AN SONST.TRÄGER D.ÖFFENTL.RECHTS
3548,3548,,LFD. TRANSFERZ. AN SONST.TRÄGER D.ÖFFENTL.RECHTS
3549,3549,,LFD. TRANSFERZ. AN UNTERNEHMUNGEN (OHNE FINANZUNTE
3550,3550,,LFD. TRANSFERZ. AN UNTERNEHMUNGEN (OHNE FINANZUNTE UNIVERSALMUSEUM JOANNEUM
3551,3551,,INVESTITIONSDARLEHEN VON KREDITINSTITUTEN
3552,3552,,ZINSEN FÜR FINANZSCHULDEN - INLAND
3553,3553,,SONDERANLAGEN
3554,3554,,INVESTITIONSDARLEHEN VON KREDITINSTITUTEN
3555,3555,,GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS
3556,3556,,STROM
3557,3557,,WASSER
3558,3558,,INSTANDH. VON SONSTIGEN GRUNDSTÜCKSEINRICHTUNGEN
3559,3559,,INSTANDH. VON GEBÄUDEN
3560,3560,,INSTANDH. VON GEBÄUDEN
3561,3561,,INSTANDH. VON SONSTIGEN ANLAGEN HOLDING
3562,3562,,INSTANDH. VON SONDERANLAGEN
3563,3563,,PERSONEN- UND GÜTERTRANSPORTE HOLDING
3564,3564,,BERATUNGSKOSTEN
3565,3565,,ZINSEN FÜR FINANZSCHULDEN - INLAND
3566,3566,,VERSICHERUNGEN
3567,3567,,MIETZINSE HOLDING
3568,3568,,MIETZINSE
3569,3569,,"ÖFFENTLICHE ABGABEN, OHNE GEBÜHREN GEMÄSS FAG."
3570,3570,,ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG
3571,3571,,ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG
3572,3572,,ENTGELTE FÜR SONSTIGE LEISTUNGEN
3573,3573,,LFD. TRANSFERZ. AN PRIV.ORGANISATIONEN O.ERWERBSZW
3574,3574,,INVESTITIONSDARLEHEN VON KREDITINSTITUTEN
3575,3575,,GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS
3576,3576,,HANDELSWAREN
3577,3577,,"SCHREIB-,ZEICHEN- UND SONSTIGE BÜROMITTEL"
3578,3578,,DRUCKWERKE KOPIERSERVICE
3579,3579,,SONSTIGE VERBRAUCHSGÜTER
3580,3580,,SONSTIGE VERBRAUCHSGÜTER
3581,3581,,GELDBEZÜGE DER BEAMTEN DER VERWALTUNG
3582,3582,,GELDBEZÜGE DER BEAMTEN DER VERWALTUNG
3583,3583,,GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG
3584,3584,,GELDBEZÜGE DER NICHT GANZJÄHRIG BESCHÄFTIGTEN ANGE
3585,3585,,REISEGEBÜHREN
3586,3586,,MEHRLEISTUNGSVERGÜTUNGEN
3587,3587,,SONSTIGE NEBENGEBÜHREN
3588,3588,,DGB ZUM AUSGLEICHSFONDS FÜR FAMILIENBEIHILFEN
3589,3589,,DGB ZUM AUSGLEICHSFONDS FÜR FAMILIENBEIHILFEN
3590,3590,,SONSTIGE DGB ZUR SOZIALEN SICHERHEIT
3591,3591,,SONSTIGE DGB ZUR SOZIALEN SICHERHEIT
3592,3592,,SONSTIGE DGB ZUR SOZIALEN SICHERHEIT
